, year,link,nse_code,company_name
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_25201_ABFRL_2023_2024_2708202420358.pdf,ABFRL,Aditya Birla Fashion and Retail Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_23309_ABFRL_2022_2023_02092023204633_09022023210003.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20712_ABFRL_2021_2022_13082022195502_08132022200002.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18769_ABFRL_2020_2021_18082021232354_19082021070002.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16749_ABFRL_2019_2020_16082020184136_16082020190002.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_15046_ABFRL_2018_2019_27072019192716_27072019200005.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13509_ABFRL_2017_2018_21092018155810.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11195_ABFRL_2016_2017_24082017154350.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9627_ABFRL_2015_2016_12092016121630.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_6969_PFRL_2014_2015_10082015133548.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_4228_PFRL_2013_2014_12082014122445.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_1258_PFRL_2012_2013_28082013113304.zip,ABFRL,Aditya Birla Fashion and Retail Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_25131_ABMINTLLTD_2023_2024_2408202420439.pdf,ABMINTLLTD,ABM International Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_23938_ABMINTLLTD_2022_2023_12102023142145_10122023150000.zip,ABMINTLLTD,ABM International Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20216_ABMINTLLTD_2021_2022_05072022155450_07052022160004.zip,ABMINTLLTD,ABM International Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24447_ABSLAMC_2023_2024_12072024172116.pdf,ABSLAMC,Aditya Birla Sun Life AMC Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22526_ABSLAMC_2022_2023_27072023164832_07272023170000.zip,ABSLAMC,Aditya Birla Sun Life AMC Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20118_ABSLAMC_2021_2022_27062022201509_06272022210003.zip,ABSLAMC,Aditya Birla Sun Life AMC Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24051_ACC_2023_2024_29052024174559.pdf,ACC,ACC Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22093_ACC_2022_2023_28062023121626_06282023130000.zip,ACC,ACC Limited
,2021 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_19917_ACC_2021_2021_22032022163640_03222022170003.zip,ACC,ACC Limited
,2020 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_18060_ACC_2020_2020_11032021203313_11032021210007.zip,ACC,ACC Limited
,2019 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_16207_ACC_2019_2019_12032020190916.zip,ACC,ACC Limited
,2018 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_14458_ACC_2018_2018_22032019184624.zip,ACC,ACC Limited
,2017 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_12396_ACC_2017_2017_13062018190604.zip,ACC,ACC Limited
,2016 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_10688_ACC_2016_2016_29032017191630.zip,ACC,ACC Limited
,2015 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_8794_ACC_2015_2015_28032016142546.zip,ACC,ACC Limited
,2014 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_5947_ACC_2014_2014_10032015112210.zip,ACC,ACC Limited
,2013 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_3202_ACC_2013_2013_14032014104210.zip,ACC,ACC Limited
,2012 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_164_ACC_2012_2012_28062013110545.zip,ACC,ACC Limited
,2011 - 2011,https://nsearchives.nseindia.com/annual_reports/AR_ACC_2011_2011_02072012100212.zip,ACC,ACC Limited
,2009 - 2010,https://nsearchives.nseindia.com/annual_reports/AR_ACC_2009_2010_22032011055555.zip,ACC,ACC Limited
,2009 - 2009,https://nsearchives.nseindia.com/annual_reports/AR_ACC_2009_2009_18082010201010.zip,ACC,ACC Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_26241_ACCELYA_2023_2024_20092024152220.pdf,ACCELYA,Accelya Solutions India Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_23907_ACCELYA_2022_2023_22092023182015_09222023190000.zip,ACCELYA,Accelya Solutions India Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_21809_ACCELYA_2021_2022_23092022155141_09232022160002.zip,ACCELYA,Accelya Solutions India Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_19799_ACCELYA_2020_2021_01102021173133_10012021180004.zip,ACCELYA,Accelya Solutions India Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_17742_ACCELYA_2019_2020_06102020152655_06102020160001.zip,ACCELYA,Accelya Solutions India Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_16117_ACCELYA_2018_2019_30092019185051_30092019190003.zip,ACCELYA,Accelya Solutions India Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_14305_ACCELYA_2017_2018_16102018122335.zip,ACCELYA,Accelya Solutions India Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_12198_ACCELYA_2016_2017_13102017135252.zip,ACCELYA,Accelya Solutions India Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_10374_ACCELYA_2015_2016_07102016182054.zip,ACCELYA,Accelya Solutions India Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_7961_ACCELYA_2014_2015_07092015190303.zip,ACCELYA,Accelya Solutions India Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_4722_ACCELYA_2013_2014_03092014121848.zip,ACCELYA,Accelya Solutions India Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_1480_ACCELYA_2012_2013_05092013140014.zip,ACCELYA,Accelya Solutions India Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_2530_ACCELYA_2011_2012_21102013140033.zip,ACCELYA,Accelya Solutions India Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_26154_ACCURACY_2023_2024_07092024171027.pdf,ACCURACY,Accuracy Shipping Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_23804_ACCURACY_2022_2023_07092023201715_09072023210006.zip,ACCURACY,Accuracy Shipping Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_21674_ACCURACY_2021_2022_07092022212816_09072022220018.zip,ACCURACY,Accuracy Shipping Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_19417_ACCURACY_2020_2021_05092021001358_09052021070002.zip,ACCURACY,Accuracy Shipping Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24800_ACE_2023_2024_03082024174529.pdf,ACE,Action Construction Equipment Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22557_ACE_2022_2023_29072023174903_07292023180001.zip,ACE,Action Construction Equipment Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20790_ACE_2021_2022_23082022164933_08232022170011.zip,ACE,Action Construction Equipment Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18613_ACE_2020_2021_04082021174400_04082021190005.zip,ACE,Action Construction Equipment Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16898_ACE_2019_2020_26082020172549_26082020180002.zip,ACE,Action Construction Equipment Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_15273_ACE_2018_2019_20082019182029_20082019190005.zip,ACE,Action Construction Equipment Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13811_ACE_2017_2018_29092018164114.zip,ACE,Action Construction Equipment Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11826_ACE_2016_2017_29092017213116.zip,ACE,Action Construction Equipment Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9961_ACE_2015_2016_04102016171157.zip,ACE,Action Construction Equipment Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_7395_ACE_2014_2015_31082015113005.zip,ACE,Action Construction Equipment Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_3526_ACE_2013_2014_30062014110003.zip,ACE,Action Construction Equipment Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_827_ACE_2012_2013_30072013174724.zip,ACE,Action Construction Equipment Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_2633_ACE_2011_2012_22102013160026.zip,ACE,Action Construction Equipment Limited
,2009 - 2010,https://nsearchives.nseindia.com/annual_reports/AR_ACE_2009_2010_06042011110505.zip,ACE,Action Construction Equipment Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_23470_ACEINTEG_2022_2023_04092023235936_09052023070009.zip,ACEINTEG,Ace Integrated Solutions Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24094_ACI_2023_2024_05062024194242.pdf,ACI,Archean Chemical Industries Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22182_ACI_2022_2023_04072023215331_07042023220002.zip,ACI,Archean Chemical Industries Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_21912_ACL_2022_2023_15052023202122_05152023210001.zip,ACL,Andhra Cements Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24995_ACLGATI_2023_2024_1708202417295.pdf,ACLGATI,Allcargo Gati Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22733_GATI_2022_2023_11082023200008.zip,ACLGATI,Allcargo Gati Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20820_GATI_2021_2022_24082022192251_08242022200001.zip,ACLGATI,Allcargo Gati Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_19028_GATI_2020_2021_30082021165327.zip,ACLGATI,Allcargo Gati Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_17932_GATI_2019_2020_05122020174817_05122020180008.zip,ACLGATI,Allcargo Gati Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_15543_GATI_2018_2019_31082019152751_31082019160009.zip,ACLGATI,Allcargo Gati Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13475_GATI_2017_2018_19092018165231.zip,ACLGATI,Allcargo Gati Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_10961_GATI_2016_2017_04082017132017.zip,ACLGATI,Allcargo Gati Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9238_GATI_2015_2016_08082016103848.zip,ACLGATI,Allcargo Gati Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_6337_GATI_2014_2015_06072015152440.zip,ACLGATI,Allcargo Gati Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_3913_GATI_2013_2014_04082014122722.zip,ACLGATI,Allcargo Gati Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_2523_GATI_2012_2013_09122013112923.zip,ACLGATI,Allcargo Gati Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_2672_GATI_2011_2012_22102013160011.zip,ACLGATI,Allcargo Gati Limited
,2010 - 2011,https://nsearchives.nseindia.com/annual_reports/AR_GATI_2010_2011_15062012101543.zip,ACLGATI,Allcargo Gati Limited
,2009 - 2010,https://nsearchives.nseindia.com/annual_reports/AR_GATI_2009_2010_13062011100518.zip,ACLGATI,Allcargo Gati Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24047_ADANIENSOL_2023_2024_29052024164618.pdf,ADANIENSOL,Adani Energy Solutions Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22091_ADANITRANS_2022_2023_28062023000023_06282023070001.zip,ADANIENSOL,Adani Energy Solutions Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20231_ADANITRANS_2021_2022_05072022192320_07052022200006.zip,ADANIENSOL,Adani Energy Solutions Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18168_ADANITRANS_2020_2021_21062021162453_21062021170007.zip,ADANIENSOL,Adani Energy Solutions Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16273_ADANITRANS_2019_2020_03062020235150_04062020070002.zip,ADANIENSOL,Adani Energy Solutions Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_14940_ADANITRANS_2018_2019_17072019183845_17072019190005.zip,ADANIENSOL,Adani Energy Solutions Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13026_ADANITRANS_2017_2018_13082018185359.zip,ADANIENSOL,Adani Energy Solutions Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11124_ADANITRANS_2016_2017_18082017113329.zip,ADANIENSOL,Adani Energy Solutions Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9339_ADANITRANS_2015_2016_16082016131220.zip,ADANIENSOL,Adani Energy Solutions Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24053_ADANIENT_2023_2024_29052024202649.pdf,ADANIENT,Adani Enterprises Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22076_ADANIENT_2022_2023_27062023004013_06272023070001.zip,ADANIENT,Adani Enterprises Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20208_ADANIENT_2021_2022_04072022234642_07052022070005.zip,ADANIENT,Adani Enterprises Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18166_ADANIENT_2020_2021_20062021142831_20062021150007.zip,ADANIENT,Adani Enterprises Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16271_ADANIENT_2019_2020_03062020185415.zip,ADANIENT,Adani Enterprises Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_14897_ADANIENT_2018_2019_15072019194810_15072019200011.zip,ADANIENT,Adani Enterprises Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13025_ADANIENT_2017_2018_13082018185059.zip,ADANIENT,Adani Enterprises Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11131_ADANIENT_2016_2017_18082017133607.zip,ADANIENT,Adani Enterprises Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9341_ADANIENT_2015_2016_16082016131013.zip,ADANIENT,Adani Enterprises Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_6736_ADANIENT_2014_2015_28072015141403.zip,ADANIENT,Adani Enterprises Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_3908_ADANIENT_2013_2014_17072014104021.zip,ADANIENT,Adani Enterprises Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_795_ADANIENT_2012_2013_29072013120016.zip,ADANIENT,Adani Enterprises Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_2508_ADANIENT_2011_2012_17102013170009.zip,ADANIENT,Adani Enterprises Limited
,2010 - 2011,https://nsearchives.nseindia.com/annual_reports/AR_ADANIENT_2010_2011_21072011102526.zip,ADANIENT,Adani Enterprises Limited
,2009 - 2010,https://nsearchives.nseindia.com/annual_reports/AR_ADANIENT_2009_2010_25082010120000.zip,ADANIENT,Adani Enterprises Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24043_ADANIGREEN_2023_2024_28052024191142.pdf,ADANIGREEN,Adani Green Energy Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22090_ADANIGREEN_2022_2023_27062023224032_06282023070003.zip,ADANIGREEN,Adani Green Energy Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20207_ADANIGREEN_2021_2022_04072022233748_07052022070003.zip,ADANIGREEN,Adani Green Energy Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18170_ADANIGREEN_2020_2021_21062021195641_21062021200007.zip,ADANIGREEN,Adani Green Energy Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16264_ADANIGREEN_2019_2020_01062020195406_01062020200002.zip,ADANIGREEN,Adani Green Energy Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_14864_ADANIGREEN_2018_2019_12072019214951_12072019220015.zip,ADANIGREEN,Adani Green Energy Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13164_ADANIGREEN_2017_2018_21082018161842.zip,ADANIGREEN,Adani Green Energy Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24045_ADANIPORTS_2023_2024_28052024213002.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22416_ADANIPORTS_2022_2023_17072023235319.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20209_ADANIPORTS_2021_2022_04072022234718.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18165_ADANIPORTS_2020_2021_20062021021558_20062021070007.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16274_ADANIPORTS_2019_2020_04062020233926_05062020070001.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_14831_ADANIPORTS_2018_2019_12072019141736.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_12896_ADANIPORTS_2017_2018_09082018124616.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11100_ADANIPORTS_2016_2017_16082017123258.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9312_ADANIPORTS_2015_2016_26092016103402.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_6686_ADANIPORTS_2014_2015_24072015140749.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_3828_ADANIPORTS_2013_2014_16072014114456.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_547_ADANIPORTS_2012_2013_16072013101024.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_ADANIPORTS_2011_2012_24072012105254.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2010 - 2011,https://nsearchives.nseindia.com/annual_reports/AR_MUNDRAPORT_2010_2011_09092011121616.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2009 - 2010,https://nsearchives.nseindia.com/annual_reports/AR_MUNDRAPORT_2009_2010_18082010121500.zip,ADANIPORTS,Adani Ports and Special Economic Zone Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24072_ADANIPOWER_2023_2024_0206202413137.pdf,ADANIPOWER,Adani Power Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22088_ADANIPOWER_2022_2023_27062023204846_06272023210000.zip,ADANIPOWER,Adani Power Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20220_ADANIPOWER_2021_2022_05072022163834.zip,ADANIPOWER,Adani Power Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18167_ADANIPOWER_2020_2021_20062021143026_20062021150010.zip,ADANIPOWER,Adani Power Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16265_ADANIPOWER_2019_2020_01062020204823_01062020210002.zip,ADANIPOWER,Adani Power Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_14840_ADANIPOWER_2018_2019_12072019161757.zip,ADANIPOWER,Adani Power Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_12882_ADANIPOWER_2017_2018_08082018145646.zip,ADANIPOWER,Adani Power Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11123_ADANIPOWER_2016_2017_18082017104740.zip,ADANIPOWER,Adani Power Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9320_ADANIPOWER_2015_2016_16082016155105.zip,ADANIPOWER,Adani Power Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_6750_ADANIPOWER_2014_2015_28072015141300.zip,ADANIPOWER,Adani Power Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_3830_ADANIPOWER_2013_2014_16072014114640.zip,ADANIPOWER,Adani Power Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_543_ADANIPOWER_2012_2013_16072013102113.zip,ADANIPOWER,Adani Power Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_ADANIPOWER_2011_2012_17072012100212.zip,ADANIPOWER,Adani Power Limited
,2010 - 2011,https://nsearchives.nseindia.com/annual_reports/AR_ADANIPOWER_2010_2011_18072011150000.zip,ADANIPOWER,Adani Power Limited
,2009 - 2010,https://nsearchives.nseindia.com/annual_reports/AR_ADANIPOWER_2009_2010_18082010121500.zip,ADANIPOWER,Adani Power Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24382_ADFFOODS_2023_2024_0907202416518.pdf,ADFFOODS,ADF Foods Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22379_ADFFOODS_2022_2023_15072023193950_07152023200001.zip,ADFFOODS,ADF Foods Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20450_ADFFOODS_2021_2022_20072022201445_07202022210005.zip,ADFFOODS,ADF Foods Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18991_ADFFOODS_2020_2021_28082021161330_08282021170007.zip,ADFFOODS,ADF Foods Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16413_ADFFOODS_2019_2020_08072020210202_08072020220003.zip,ADFFOODS,ADF Foods Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_15437_ADFFOODS_2018_2019_29082019122317_29082019130005.zip,ADFFOODS,ADF Foods Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13464_ADFFOODS_2017_2018_18092018181159.zip,ADFFOODS,ADF Foods Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11227_ADFFOODS_2016_2017_29082017190330.zip,ADFFOODS,ADF Foods Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_10060_ADFFOODS_2015_2016_04102016163512.zip,ADFFOODS,ADF Foods Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_8635_ADFFOODS_2014_2015_14102015130004.zip,ADFFOODS,ADF Foods Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_5727_ADFFOODS_2013_2014_13112014100004.zip,ADFFOODS,ADF Foods Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_1131_ADFFOODS_2012_2013_22082013175323.zip,ADFFOODS,ADF Foods Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_ADFFOODS_2011_2012_10072012100254.zip,ADFFOODS,ADF Foods Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_23538_ADL_2022_2023_05092023181623_09052023190022.zip,ADL,Archidply Decor Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_21299_ADL_2021_2022_05092022092035_09052022100005.zip,ADL,Archidply Decor Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18485_ADL_2020_2021_21072021154819_21072021160003.zip,ADL,Archidply Decor Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_24285_ADORWELD_2023_2024_03072024173623.pdf,ADORWELD,Ador Welding Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_22400_ADORWELD_2022_2023_17072023180643_07172023190008.zip,ADORWELD,Ador Welding Limited
,2021 - 2022,https://nsearchives.nseindia.com/annual_reports/AR_20169_ADORWELD_2021_2022_01072022212912_07012022220003.zip,ADORWELD,Ador Welding Limited
,2020 - 2021,https://nsearchives.nseindia.com/annual_reports/AR_18436_ADORWELD_2020_2021_17072021000939_17072021070005.zip,ADORWELD,Ador Welding Limited
,2019 - 2020,https://nsearchives.nseindia.com/annual_reports/AR_16993_ADORWELD_2019_2020_29082020223007_29082020230003.zip,ADORWELD,Ador Welding Limited
,2018 - 2019,https://nsearchives.nseindia.com/annual_reports/AR_14692_ADORWELD_2018_2019_03072019195319_03072019200010.zip,ADORWELD,Ador Welding Limited
,2017 - 2018,https://nsearchives.nseindia.com/annual_reports/AR_13082_ADORWELD_2017_2018_16082018182248.zip,ADORWELD,Ador Welding Limited
,2016 - 2017,https://nsearchives.nseindia.com/annual_reports/AR_11304_ADORWELD_2016_2017_06092017170949.zip,ADORWELD,Ador Welding Limited
,2015 - 2016,https://nsearchives.nseindia.com/annual_reports/AR_9533_ADORWELD_2015_2016_01092016151323.zip,ADORWELD,Ador Welding Limited
,2014 - 2015,https://nsearchives.nseindia.com/annual_reports/AR_6546_ADORWELD_2014_2015_16072015153714.zip,ADORWELD,Ador Welding Limited
,2013 - 2014,https://nsearchives.nseindia.com/annual_reports/AR_4069_ADORWELD_2013_2014_30072014095019.zip,ADORWELD,Ador Welding Limited
,2012 - 2013,https://nsearchives.nseindia.com/annual_reports/AR_539_ADORWELD_2012_2013_16072013134530.zip,ADORWELD,Ador Welding Limited
,2011 - 2012,https://nsearchives.nseindia.com/annual_reports/AR_ADORWELD_2011_2012_02072012111328.zip,ADORWELD,Ador Welding Limited
,2009 - 2010,https://nsearchives.nseindia.com/annual_reports/AR_ADORWELD_2009_2010_18082010121500.zip,ADORWELD,Ador Welding Limited
,2023 - 2024,https://nsearchives.nseindia.com/annual_reports/AR_26120_ADROITINFO_2023_2024_07092024115026.pdf,ADROITINFO,Adroit Infotech Limited
,2022 - 2023,https://nsearchives.nseindia.com/annual_reports/AR_23899_ADROITINFO_2022_2023_11092023142815_09112023150000.zip,ADROITINFO,Adroit Infotech Limited
