bse_code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades,report link
538962,MINDACORP,A,580.1,592.05,578.85,580.85,5581,32.69,313,https://www.bseindia.com/stock-share-price/mindacorp/mindacorp/538962/financials-annual-reports/
500459,PGHH,A,16880.0,17000.0,16637.1,16750.0,187,31.6,136,https://www.bseindia.com/stock-share-price/pghh/pghh/500459/financials-annual-reports/
532872,SPARC,A,209.95,209.95,205.45,206.0,15053,31.21,680,https://www.bseindia.com/stock-share-price/sparc/sparc/532872/financials-annual-reports/
544081,JYOTICNC,B,1105.15,1136.5,1105.15,1124.8,2787,31.19,239,https://www.bseindia.com/stock-share-price/jyoticnc/jyoticnc/544081/financials-annual-reports/
540575,STARCEMENT,A,209.8,211.2,207.55,210.25,14789,30.99,403,https://www.bseindia.com/stock-share-price/starcement/starcement/540575/financials-annual-reports/
542216,DALBHARAT,A,1850.0,1863.85,1837.7,1848.55,1660,30.74,335,https://www.bseindia.com/stock-share-price/dalbharat/dalbharat/542216/financials-annual-reports/
532889,KPRMILL,A,950.05,957.85,935.55,938.65,3264,30.74,287,https://www.bseindia.com/stock-share-price/kprmill/kprmill/532889/financials-annual-reports/
532468,KAMAHOLD,A,2638.0,2639.0,2599.0,2603.3,1177,30.68,150,https://www.bseindia.com/stock-share-price/kamahold/kamahold/532468/financials-annual-reports/
515030,ASAHIINDIA,A,749.95,757.1,742.0,744.95,3824,28.63,303,https://www.bseindia.com/stock-share-price/asahiindia/asahiindia/515030/financials-annual-reports/
532683,AIAENG,A,4120.0,4135.0,4090.0,4093.4,689,28.31,251,https://www.bseindia.com/stock-share-price/aiaeng/aiaeng/532683/financials-annual-reports/
532638,SHOPERSTOP,A,797.0,797.0,762.2,775.05,3641,28.15,373,https://www.bseindia.com/stock-share-price/shoperstop/shoperstop/532638/financials-annual-reports/
532756,CIEINDIA,A,543.0,549.05,542.15,545.1,5077,27.68,366,https://www.bseindia.com/stock-share-price/cieindia/cieindia/532756/financials-annual-reports/
531768,POLYMED,A,2345.0,2387.65,2318.0,2371.3,1170,27.62,297,https://www.bseindia.com/stock-share-price/polymed/polymed/531768/financials-annual-reports/
500003,AEGISLOG,A,699.1,705.0,687.7,692.0,3910,27.2,397,https://www.bseindia.com/stock-share-price/aegislog/aegislog/500003/financials-annual-reports/
500488,ABBOTINDIA,A,28640.0,28749.3,28333.75,28374.45,95,27.11,84,https://www.bseindia.com/stock-share-price/abbotindia/abbotindia/500488/financials-annual-reports/
519600,CCL,A,660.0,687.0,660.0,677.4,3978,26.94,418,https://www.bseindia.com/stock-share-price/ccl/ccl/519600/financials-annual-reports/
540203,SFL,A,921.65,923.25,910.0,915.8,2894,26.57,246,https://www.bseindia.com/stock-share-price/sfl/sfl/540203/financials-annual-reports/
543245,GLAND,A,1700.15,1715.25,1695.0,1700.55,1443,24.56,389,https://www.bseindia.com/stock-share-price/gland/gland/543245/financials-annual-reports/
509557,GARFIBRES,A,3868.05,4035.45,3866.45,4020.5,605,24.05,254,https://www.bseindia.com/stock-share-price/garfibres/garfibres/509557/financials-annual-reports/
520111,RATNAMANI,A,3550.1,3571.15,3515.0,3541.9,675,23.86,258,https://www.bseindia.com/stock-share-price/ratnamani/ratnamani/520111/financials-annual-reports/
500405,SPLPETRO,A,784.0,807.45,780.9,797.15,2943,23.4,303,https://www.bseindia.com/stock-share-price/splpetro/splpetro/500405/financials-annual-reports/
500403,SUNDRMFAST,A,1438.1,1474.95,1438.1,1448.05,1593,23.26,403,https://www.bseindia.com/stock-share-price/sundrmfast/sundrmfast/500403/financials-annual-reports/
531500,RAJESHEXPO,A,277.0,281.55,276.05,276.75,8316,23.18,504,https://www.bseindia.com/stock-share-price/rajeshexpo/rajeshexpo/531500/financials-annual-reports/
500233,KAJARIACER,A,1432.0,1432.0,1387.2,1390.9,1628,22.82,307,https://www.bseindia.com/stock-share-price/kajariacer/kajariacer/500233/financials-annual-reports/
543981,RRKABEL,A,1736.6,1751.9,1708.45,1724.8,1316,22.76,240,https://www.bseindia.com/stock-share-price/rrkabel/rrkabel/543981/financials-annual-reports/
543596,TMB,A,456.5,456.5,448.85,451.8,4871,22.02,572,https://www.bseindia.com/stock-share-price/tmb/tmb/543596/financials-annual-reports/
517506,TTKPRESTIG,A,879.5,887.25,872.0,873.95,2442,21.47,389,https://www.bseindia.com/stock-share-price/ttkprestig/ttkprestig/517506/financials-annual-reports/
502986,VTL,A,472.95,472.95,464.15,467.5,4566,21.31,280,https://www.bseindia.com/stock-share-price/vtl/vtl/502986/financials-annual-reports/
540680,KIOCL,A,378.9,378.9,363.85,365.5,5694,20.96,345,https://www.bseindia.com/stock-share-price/kiocl/kiocl/540680/financials-annual-reports/
531531,HATSUN,A,1112.25,1153.1,1112.25,1134.6,1815,20.69,198,https://www.bseindia.com/stock-share-price/hatsun/hatsun/531531/financials-annual-reports/
533295,PSB,B,52.33,53.19,52.15,52.29,33729,17.7,538,https://www.bseindia.com/stock-share-price/psb/psb/533295/financials-annual-reports/
523367,DCMSHRIRAM,A,1015.0,1026.1,1008.5,1012.85,1693,17.2,258,https://www.bseindia.com/stock-share-price/dcmshriram/dcmshriram/523367/financials-annual-reports/
540153,ENDURANCE,A,2339.95,2355.7,2296.8,2331.8,733,17.06,228,https://www.bseindia.com/stock-share-price/endurance/endurance/540153/financials-annual-reports/
541557,FINEORG,A,5160.55,5181.15,5110.6,5142.65,319,16.4,123,https://www.bseindia.com/stock-share-price/fineorg/fineorg/541557/financials-annual-reports/
543534,AETHER,A,949.7,977.0,946.1,967.1,1568,15.12,179,https://www.bseindia.com/stock-share-price/aether/aether/543534/financials-annual-reports/
533088,MHRIL,A,390.1,395.9,390.1,393.65,3721,14.63,228,https://www.bseindia.com/stock-share-price/mhril/mhril/533088/financials-annual-reports/
500249,KSB,A,892.35,896.95,885.0,893.95,1602,14.26,203,https://www.bseindia.com/stock-share-price/ksb/ksb/500249/financials-annual-reports/
543334,NUVOCO,A,360.95,360.95,355.25,358.5,3842,13.73,184,https://www.bseindia.com/stock-share-price/nuvoco/nuvoco/543334/financials-annual-reports/
532443,CERA,A,7930.05,8017.75,7890.0,8003.75,162,12.93,109,https://www.bseindia.com/stock-share-price/cera/cera/532443/financials-annual-reports/
505533,WESTLIFE,A,895.0,916.75,895.0,900.6,1201,10.83,115,https://www.bseindia.com/stock-share-price/westlife/westlife/505533/financials-annual-reports/
531595,CGCL,A,201.95,202.4,198.9,199.45,2528,5.07,125,https://www.bseindia.com/stock-share-price/cgcl/cgcl/531595/financials-annual-reports/
543275,ANURAS,A,738.7,740.6,731.0,733.8,546,4.02,70,https://www.bseindia.com/stock-share-price/anuras/anuras/543275/financials-annual-reports/
500126,PGHL,A,5311.95,5311.95,5275.0,5287.6,64,3.39,40,https://www.bseindia.com/stock-share-price/pghl/pghl/500126/financials-annual-reports/
531543,JINDWORLD,A,326.0,326.25,320.1,321.55,923,2.97,127,https://www.bseindia.com/stock-share-price/jindworld/jindworld/531543/financials-annual-reports/
543237,MAZDOCK,A,4135.5,4510.0,4135.5,4431.1,310362,13579.51,25297,https://www.bseindia.com/stock-share-price/mazdock/mazdock/543237/financials-annual-reports/
500570,TATAMOTORS,A,933.05,943.95,911.15,928.85,1285261,11980.33,46754,https://www.bseindia.com/stock-share-price/tatamotors/tatamotors/500570/financials-annual-reports/
500325,RELIANCE,A,2764.35,2772.0,2740.0,2742.05,365450,10056.52,27678,https://www.bseindia.com/stock-share-price/reliance/reliance/500325/financials-annual-reports/
500400,TATAPOWER,A,457.05,477.8,455.9,465.5,1817059,8514.23,43113,https://www.bseindia.com/stock-share-price/tatapower/tatapower/500400/financials-annual-reports/
532286,JINDALSTEL,A,1005.0,1031.0,986.2,990.8,771124,7814.13,2031,https://www.bseindia.com/stock-share-price/jindalstel/jindalstel/532286/financials-annual-reports/
541729,HDFCAMC,A,4383.95,4441.0,4343.7,4405.8,167942,7450.27,4421,https://www.bseindia.com/stock-share-price/hdfcamc/hdfcamc/541729/financials-annual-reports/
501301,TATAINVEST,A,6456.15,7534.9,6455.85,6924.4,82000,5916.58,15079,https://www.bseindia.com/stock-share-price/tatainvest/tatainvest/501301/financials-annual-reports/
500770,TATACHEM,A,1145.0,1200.0,1133.1,1150.6,496282,5770.02,23174,https://www.bseindia.com/stock-share-price/tatachem/tatachem/500770/financials-annual-reports/
500493,BHARATFORG,A,1529.95,1529.95,1489.25,1500.65,363278,5483.18,8913,https://www.bseindia.com/stock-share-price/bharatforg/bharatforg/500493/financials-annual-reports/
500180,HDFCBANK,A,1643.0,1665.0,1633.0,1662.3,314242,5177.99,13922,https://www.bseindia.com/stock-share-price/hdfcbank/hdfcbank/500180/financials-annual-reports/
544026,IREDA,B,233.95,237.0,231.6,233.75,2039386,4774.31,22216,https://www.bseindia.com/stock-share-price/ireda/ireda/544026/financials-annual-reports/
500470,TATASTEEL,A,157.35,161.2,156.5,159.65,2539479,4052.94,17829,https://www.bseindia.com/stock-share-price/tatasteel/tatasteel/500470/financials-annual-reports/
532667,SUZLON,A,77.59,77.88,74.64,75.51,5322469,4037.45,26403,https://www.bseindia.com/stock-share-price/suzlon/suzlon/532667/financials-annual-reports/
500049,BEL,A,284.0,289.6,283.4,286.85,1388362,3984.11,24458,https://www.bseindia.com/stock-share-price/bel/bel/500049/financials-annual-reports/
500875,ITC,A,495.7,495.7,489.55,492.0,757543,3736.81,20769,https://www.bseindia.com/stock-share-price/itc/itc/500875/financials-annual-reports/
543396,PAYTM,A,743.05,756.45,726.4,731.7,475562,3524.1,10311,https://www.bseindia.com/stock-share-price/paytm/paytm/543396/financials-annual-reports/
500295,VEDL,A,487.0,499.3,487.0,492.3,697621,3438.85,15254,https://www.bseindia.com/stock-share-price/vedl/vedl/500295/financials-annual-reports/
543320,ZOMATO,A,280.95,282.15,274.1,275.15,1228361,3406.26,12135,https://www.bseindia.com/stock-share-price/zomato/zomato/543320/financials-annual-reports/
507685,WIPRO,A,535.0,537.3,523.35,524.9,633893,3358.68,19876,https://www.bseindia.com/stock-share-price/wipro/wipro/507685/financials-annual-reports/
532539,UNOMINDA,A,1023.9,1023.9,995.0,1002.6,327070,3271.65,2563,https://www.bseindia.com/stock-share-price/unominda/unominda/532539/financials-annual-reports/
543664,KAYNES,A,5417.95,5740.0,5350.0,5536.45,55115,3063.5,6789,https://www.bseindia.com/stock-share-price/kaynes/kaynes/543664/financials-annual-reports/
500790,NESTLEIND,A,2535.0,2535.0,2503.0,2512.25,117659,2959.48,7971,https://www.bseindia.com/stock-share-price/nestleind/nestleind/500790/financials-annual-reports/
540699,DIXON,A,14858.05,15100.0,14820.0,14927.25,18440,2761.7,4859,https://www.bseindia.com/stock-share-price/dixon/dixon/540699/financials-annual-reports/
541154,HAL,A,4409.95,4537.5,4365.45,4481.1,61191,2734.71,6562,https://www.bseindia.com/stock-share-price/hal/hal/541154/financials-annual-reports/
500520,M&M,A,3167.8,3219.2,3155.15,3193.4,83966,2682.1,5689,https://www.bseindia.com/stock-share-price/m&m/m&m/500520/financials-annual-reports/
500209,INFY,A,1969.9,1969.9,1914.25,1919.05,133629,2585.84,8105,https://www.bseindia.com/stock-share-price/infy/infy/500209/financials-annual-reports/
532955,RECLTD,A,535.05,550.35,535.05,544.15,472520,2568.14,7116,https://www.bseindia.com/stock-share-price/recltd/recltd/532955/financials-annual-reports/
532555,NTPC,A,420.7,429.85,420.7,423.0,562893,2393.39,12581,https://www.bseindia.com/stock-share-price/ntpc/ntpc/532555/financials-annual-reports/
517334,MOTHERSON,A,207.05,215.0,207.05,210.0,1114367,2364.97,8997,https://www.bseindia.com/stock-share-price/motherson/motherson/517334/financials-annual-reports/
500093,CGPOWER,A,804.75,845.0,803.3,842.05,283432,2346.04,9121,https://www.bseindia.com/stock-share-price/cgpower/cgpower/500093/financials-annual-reports/
500103,BHEL,A,264.55,273.0,264.55,271.25,864974,2340.48,9905,https://www.bseindia.com/stock-share-price/bhel/bhel/500103/financials-annual-reports/
543257,IRFC,A,154.05,154.35,151.1,151.45,1429697,2178.87,17752,https://www.bseindia.com/stock-share-price/irfc/irfc/543257/financials-annual-reports/
500114,TITAN,A,3494.4,3532.8,3415.9,3447.6,62706,2174.3,9216,https://www.bseindia.com/stock-share-price/titan/titan/500114/financials-annual-reports/
540180,VBL,A,597.35,601.0,578.1,588.65,362318,2142.56,11547,https://www.bseindia.com/stock-share-price/vbl/vbl/540180/financials-annual-reports/
532540,TCS,A,4248.05,4293.3,4200.0,4228.4,48517,2064.07,4876,https://www.bseindia.com/stock-share-price/tcs/tcs/532540/financials-annual-reports/
500850,INDHOTEL,A,695.85,715.1,695.85,706.25,284462,2004.44,10544,https://www.bseindia.com/stock-share-price/indhotel/indhotel/500850/financials-annual-reports/
532454,BHARTIARTL,A,1684.05,1698.1,1665.0,1678.3,115106,1924.89,9712,https://www.bseindia.com/stock-share-price/bhartiartl/bhartiartl/532454/financials-annual-reports/
512599,ADANIENT,A,3151.95,3208.85,3059.0,3173.3,61618,1919.66,5340,https://www.bseindia.com/stock-share-price/adanient/adanient/512599/financials-annual-reports/
500034,BAJFINANCE,A,7365.0,7368.25,7275.0,7319.65,26108,1911.84,3773,https://www.bseindia.com/stock-share-price/bajfinance/bajfinance/500034/financials-annual-reports/
500408,TATAELXSI,A,7629.0,8025.0,7629.0,7762.35,22856,1796.2,5189,https://www.bseindia.com/stock-share-price/tataelxsi/tataelxsi/500408/financials-annual-reports/
500257,LUPIN,A,2306.85,2311.65,2111.9,2155.05,80726,1766.25,4959,https://www.bseindia.com/stock-share-price/lupin/lupin/500257/financials-annual-reports/
532174,ICICIBANK,A,1249.85,1254.5,1238.25,1243.25,139866,1741.84,4894,https://www.bseindia.com/stock-share-price/icicibank/icicibank/532174/financials-annual-reports/
532488,DIVISLAB,A,5960.0,6022.7,5924.95,5940.5,28869,1720.04,3266,https://www.bseindia.com/stock-share-price/divislab/divislab/532488/financials-annual-reports/
532810,PFC,A,475.0,481.1,471.0,471.85,361345,1718.24,6294,https://www.bseindia.com/stock-share-price/pfc/pfc/532810/financials-annual-reports/
500510,LT,A,3523.85,3553.9,3455.7,3460.8,48948,1713.95,8290,https://www.bseindia.com/stock-share-price/lt/lt/500510/financials-annual-reports/
532966,TITAGARH,A,1095.8,1124.6,1076.15,1082.5,154041,1688.78,8044,https://www.bseindia.com/stock-share-price/titagarh/titagarh/532966/financials-annual-reports/
500247,KOTAKBANK,A,1805.0,1884.0,1805.0,1875.65,90197,1679.25,4879,https://www.bseindia.com/stock-share-price/kotakbank/kotakbank/500247/financials-annual-reports/
539437,IDFCFIRSTB,A,72.38,73.65,72.3,73.14,2247374,1643.61,11112,https://www.bseindia.com/stock-share-price/idfcfirstb/idfcfirstb/539437/financials-annual-reports/
543940,JIOFIN,A,345.05,347.4,343.0,343.75,474502,1636.19,5683,https://www.bseindia.com/stock-share-price/jiofin/jiofin/543940/financials-annual-reports/
500086,EXIDEIND,A,528.45,528.45,503.8,511.95,304462,1574.62,6061,https://www.bseindia.com/stock-share-price/exideind/exideind/500086/financials-annual-reports/
524715,SUNPHARMA,A,1930.0,1936.1,1883.95,1887.4,81410,1558.95,3438,https://www.bseindia.com/stock-share-price/sunpharma/sunpharma/524715/financials-annual-reports/
500251,TRENT,A,8200.0,8275.95,8012.15,8033.3,18870,1532.5,3944,https://www.bseindia.com/stock-share-price/trent/trent/500251/financials-annual-reports/
541770,CREDITACC,A,1152.05,1161.25,1117.0,1119.4,130604,1470.4,3802,https://www.bseindia.com/stock-share-price/creditacc/creditacc/541770/financials-annual-reports/
541153,BANDHANBNK,A,191.75,191.75,187.15,187.75,775258,1464.85,6360,https://www.bseindia.com/stock-share-price/bandhanbnk/bandhanbnk/541153/financials-annual-reports/
544028,TATATECH,B,1041.25,1089.0,1041.25,1064.05,134365,1437.62,5974,https://www.bseindia.com/stock-share-price/tatatech/tatatech/544028/financials-annual-reports/
543278,KALYANKJIL,A,724.0,738.25,715.95,718.55,193604,1404.55,4439,https://www.bseindia.com/stock-share-price/kalyankjil/kalyankjil/543278/financials-annual-reports/
533098,NHPC,A,92.93,92.93,90.15,90.74,1512484,1382.29,13615,https://www.bseindia.com/stock-share-price/nhpc/nhpc/533098/financials-annual-reports/
532281,HCLTECH,A,1821.95,1839.55,1797.0,1810.0,75223,1370.22,5231,https://www.bseindia.com/stock-share-price/hcltech/hcltech/532281/financials-annual-reports/
543187,POWERINDIA,A,15000.0,16358.8,14773.3,15958.0,8765,1367.67,3365,https://www.bseindia.com/stock-share-price/powerindia/powerindia/543187/financials-annual-reports/
500112,SBIN,A,799.9,804.35,795.05,796.95,163966,1310.8,5258,https://www.bseindia.com/stock-share-price/sbin/sbin/500112/financials-annual-reports/
523405,JMFINANCIL,A,142.5,146.5,141.3,145.1,899058,1294.74,4474,https://www.bseindia.com/stock-share-price/jmfinancil/jmfinancil/523405/financials-annual-reports/
532648,YESBANK,A,21.62,21.75,21.35,21.43,5982011,1291.65,20505,https://www.bseindia.com/stock-share-price/yesbank/yesbank/532648/financials-annual-reports/
532134,BANKBARODA,A,246.55,252.0,245.0,246.3,509332,1270.17,3056,https://www.bseindia.com/stock-share-price/bankbaroda/bankbaroda/532134/financials-annual-reports/
542812,FLUOROCHEM,A,4444.45,4696.85,4403.0,4663.5,26585,1224.42,4294,https://www.bseindia.com/stock-share-price/fluorochem/fluorochem/542812/financials-annual-reports/
532371,TTML,A,78.01,86.28,78.01,83.7,1452628,1213.68,8797,https://www.bseindia.com/stock-share-price/ttml/ttml/532371/financials-annual-reports/
500113,SAIL,A,130.65,133.05,129.65,129.95,917377,1201.5,6293,https://www.bseindia.com/stock-share-price/sail/sail/500113/financials-annual-reports/
500477,ASHOKLEY,A,224.0,226.4,219.55,225.65,536311,1197.94,6596,https://www.bseindia.com/stock-share-price/ashokley/ashokley/500477/financials-annual-reports/
530965,IOC,A,165.35,167.2,164.05,164.45,723374,1197.34,8918,https://www.bseindia.com/stock-share-price/ioc/ioc/530965/financials-annual-reports/
540065,RBLBANK,A,197.95,202.25,196.9,201.05,593071,1191.57,4069,https://www.bseindia.com/stock-share-price/rblbank/rblbank/540065/financials-annual-reports/
500002,ABB,A,8485.1,8625.0,8441.95,8504.95,13726,1168.97,3391,https://www.bseindia.com/stock-share-price/abb/abb/500002/financials-annual-reports/
500183,HFCL,A,139.55,141.55,137.9,138.5,825660,1150.71,6010,https://www.bseindia.com/stock-share-price/hfcl/hfcl/500183/financials-annual-reports/
543272,EASEMYTRIP,A,34.5,34.75,34.09,34.37,3295226,1134.54,10880,https://www.bseindia.com/stock-share-price/easemytrip/easemytrip/543272/financials-annual-reports/
532868,DLF,A,861.95,878.2,855.0,860.8,125952,1092.48,4669,https://www.bseindia.com/stock-share-price/dlf/dlf/532868/financials-annual-reports/
500087,CIPLA,A,1694.95,1694.95,1613.95,1618.55,66238,1084.22,6597,https://www.bseindia.com/stock-share-price/cipla/cipla/500087/financials-annual-reports/
532898,POWERGRID,A,330.85,338.0,330.1,334.35,320332,1073.62,5528,https://www.bseindia.com/stock-share-price/powergrid/powergrid/532898/financials-annual-reports/
532234,NATIONALUM,A,214.85,220.0,211.55,213.0,496569,1071.37,5383,https://www.bseindia.com/stock-share-price/nationalum/nationalum/532234/financials-annual-reports/
500696,HINDUNILVR,A,2772.0,2786.0,2733.25,2754.2,38801,1067.99,5185,https://www.bseindia.com/stock-share-price/hindunilvr/hindunilvr/500696/financials-annual-reports/
541450,ADANIGREEN,A,1800.0,1804.5,1759.0,1781.45,59051,1049.69,4678,https://www.bseindia.com/stock-share-price/adanigreen/adanigreen/541450/financials-annual-reports/
543235,ANGELONE,A,2594.2,2633.5,2551.0,2607.4,40261,1046.17,2465,https://www.bseindia.com/stock-share-price/angelone/angelone/543235/financials-annual-reports/
542649,RVNL,A,482.95,486.0,475.2,480.4,218031,1045.16,4421,https://www.bseindia.com/stock-share-price/rvnl/rvnl/542649/financials-annual-reports/
524230,RCF,A,177.0,185.25,176.0,182.6,563933,1030.38,5975,https://www.bseindia.com/stock-share-price/rcf/rcf/524230/financials-annual-reports/
532538,ULTRACEMCO,A,11455.0,11457.15,11358.85,11435.85,8654,986.9,1999,https://www.bseindia.com/stock-share-price/ultracemco/ultracemco/532538/financials-annual-reports/
540376,DMART,A,4689.9,4698.0,4572.0,4606.45,21262,985.54,4872,https://www.bseindia.com/stock-share-price/dmart/dmart/540376/financials-annual-reports/
506590,PCBL,A,513.95,527.0,510.6,519.2,186784,969.61,3059,https://www.bseindia.com/stock-share-price/pcbl/pcbl/506590/financials-annual-reports/
500840,EIHOTEL,A,408.05,441.0,405.45,431.5,225137,964.86,9694,https://www.bseindia.com/stock-share-price/eihotel/eihotel/500840/financials-annual-reports/
542830,IRCTC,A,880.0,891.6,880.0,883.0,108413,961.9,5296,https://www.bseindia.com/stock-share-price/irctc/irctc/542830/financials-annual-reports/
500085,CHAMBLFERT,A,500.0,512.0,494.75,497.95,188372,946.28,3610,https://www.bseindia.com/stock-share-price/chamblfert/chamblfert/500085/financials-annual-reports/
542760,SWSOLAR,A,547.0,567.7,541.3,567.7,167056,938.63,2567,https://www.bseindia.com/stock-share-price/swsolar/swsolar/542760/financials-annual-reports/
542652,POLYCAB,A,7405.0,7578.85,7388.7,7451.15,12515,936.81,2319,https://www.bseindia.com/stock-share-price/polycab/polycab/542652/financials-annual-reports/
533106,OIL,A,581.85,594.15,570.2,573.9,160810,933.71,3778,https://www.bseindia.com/stock-share-price/oil/oil/533106/financials-annual-reports/
532636,IIFL,A,459.9,473.0,453.05,454.55,200332,931.27,3130,https://www.bseindia.com/stock-share-price/iifl/iifl/532636/financials-annual-reports/
532461,PNB,A,104.55,105.35,103.15,103.55,855568,892.81,3128,https://www.bseindia.com/stock-share-price/pnb/pnb/532461/financials-annual-reports/
524816,NATCOPHARM,A,1490.8,1490.8,1427.0,1434.9,60140,866.17,4701,https://www.bseindia.com/stock-share-price/natcopharm/natcopharm/524816/financials-annual-reports/
505537,ZEEL,A,131.15,133.05,129.0,129.4,655355,857.8,3815,https://www.bseindia.com/stock-share-price/zeel/zeel/505537/financials-annual-reports/
534091,MCX,A,6112.1,6220.0,6112.1,6193.05,13853,855.27,2459,https://www.bseindia.com/stock-share-price/mcx/mcx/534091/financials-annual-reports/
539083,INOXWIND,A,225.0,227.0,217.8,219.05,385229,853.18,5103,https://www.bseindia.com/stock-share-price/inoxwind/inoxwind/539083/financials-annual-reports/
532483,CANBK,A,105.35,106.55,103.85,104.1,803393,845.33,7116,https://www.bseindia.com/stock-share-price/canbk/canbk/532483/financials-annual-reports/
505200,EICHERMOT,A,4750.95,4766.0,4690.35,4698.2,17574,829.51,2696,https://www.bseindia.com/stock-share-price/eichermot/eichermot/505200/financials-annual-reports/
526371,NMDC,A,225.85,231.0,225.5,226.3,355856,808.93,3203,https://www.bseindia.com/stock-share-price/nmdc/nmdc/526371/financials-annual-reports/
540750,IEX,A,206.0,206.0,201.1,202.25,393416,798.53,4787,https://www.bseindia.com/stock-share-price/iex/iex/540750/financials-annual-reports/
534309,NBCC,A,116.95,117.95,114.05,116.9,685430,795.32,10219,https://www.bseindia.com/stock-share-price/nbcc/nbcc/534309/financials-annual-reports/
533096,ADANIPOWER,A,642.75,648.0,631.05,645.0,124479,794.77,3744,https://www.bseindia.com/stock-share-price/adanipower/adanipower/533096/financials-annual-reports/
500104,HINDPETRO,A,397.95,403.95,391.05,392.2,197397,785.07,3905,https://www.bseindia.com/stock-share-price/hindpetro/hindpetro/500104/financials-annual-reports/
531162,EMAMILTD,A,748.8,755.8,741.6,742.5,103816,776.45,608,https://www.bseindia.com/stock-share-price/emamiltd/emamiltd/531162/financials-annual-reports/
532525,MAHABANK,A,55.1,55.64,53.97,54.17,1409781,772.3,8364,https://www.bseindia.com/stock-share-price/mahabank/mahabank/532525/financials-annual-reports/
500410,ACC,A,2347.65,2357.5,2291.05,2316.15,33277,769.21,4866,https://www.bseindia.com/stock-share-price/acc/acc/500410/financials-annual-reports/
500312,ONGC,A,288.45,292.15,287.65,288.85,260803,756.5,4214,https://www.bseindia.com/stock-share-price/ongc/ongc/500312/financials-annual-reports/
509631,HEG,A,2499.95,2574.85,2433.5,2443.35,30115,754.19,2914,https://www.bseindia.com/stock-share-price/heg/heg/509631/financials-annual-reports/
531344,CONCOR,A,895.35,908.05,886.0,887.65,82018,737.58,5115,https://www.bseindia.com/stock-share-price/concor/concor/531344/financials-annual-reports/
532215,AXISBANK,A,1172.05,1191.35,1172.05,1183.75,62311,737.07,2008,https://www.bseindia.com/stock-share-price/axisbank/axisbank/532215/financials-annual-reports/
543390,POLICYBZR,A,1683.05,1689.0,1613.85,1623.65,44568,731.79,5881,https://www.bseindia.com/stock-share-price/policybzr/policybzr/543390/financials-annual-reports/
539150,PNCINFRA,A,451.15,458.8,440.55,442.95,161665,724.71,4176,https://www.bseindia.com/stock-share-price/pncinfra/pncinfra/539150/financials-annual-reports/
533206,SJVN,A,122.5,123.15,118.7,119.15,590480,712.92,9175,https://www.bseindia.com/stock-share-price/sjvn/sjvn/533206/financials-annual-reports/
532978,BAJAJFINSV,A,1875.0,1887.3,1859.7,1875.4,37847,709.57,2616,https://www.bseindia.com/stock-share-price/bajajfinsv/bajajfinsv/532978/financials-annual-reports/
541143,BDL,A,1180.0,1221.0,1175.5,1218.25,58685,707.31,3302,https://www.bseindia.com/stock-share-price/bdl/bdl/541143/financials-annual-reports/
539254,ADANIENSOL,A,992.05,1000.35,964.0,992.95,70351,689.73,3039,https://www.bseindia.com/stock-share-price/adaniensol/adaniensol/539254/financials-annual-reports/
532500,MARUTI,A,12800.0,12957.75,12716.65,12943.3,5254,675.46,1561,https://www.bseindia.com/stock-share-price/maruti/maruti/532500/financials-annual-reports/
534816,INDUSTOWER,A,375.15,383.25,375.15,378.65,177032,673.16,3283,https://www.bseindia.com/stock-share-price/industower/industower/534816/financials-annual-reports/
500425,AMBUJACEM,A,610.05,611.65,582.2,585.45,114273,673.11,4431,https://www.bseindia.com/stock-share-price/ambujacem/ambujacem/500425/financials-annual-reports/
500048,BEML,A,3646.15,3799.1,3591.65,3757.75,17676,657.9,2435,https://www.bseindia.com/stock-share-price/beml/beml/500048/financials-annual-reports/
532259,APARINDS,A,10149.95,10702.0,9957.45,10638.0,6213,647.9,1815,https://www.bseindia.com/stock-share-price/aparinds/aparinds/532259/financials-annual-reports/
541556,RITES,A,326.7,326.7,313.0,314.0,199878,633.9,4768,https://www.bseindia.com/stock-share-price/rites/rites/541556/financials-annual-reports/
500124,DRREDDY,A,6700.0,6700.95,6555.0,6582.45,9397,620.57,3392,https://www.bseindia.com/stock-share-price/drreddy/drreddy/500124/financials-annual-reports/
539957,MGL,A,1835.35,1909.0,1835.35,1871.0,33106,619.67,2670,https://www.bseindia.com/stock-share-price/mgl/mgl/539957/financials-annual-reports/
542772,360ONE,A,1059.95,1065.0,1015.0,1022.6,58956,611.28,3675,https://www.bseindia.com/stock-share-price/360one/360one/542772/financials-annual-reports/
500550,SIEMENS,A,7700.0,7734.0,7592.85,7683.75,7879,604.91,1761,https://www.bseindia.com/stock-share-price/siemens/siemens/500550/financials-annual-reports/
533179,PERSISTENT,A,5379.95,5395.0,5213.55,5241.5,11263,598.22,2608,https://www.bseindia.com/stock-share-price/persistent/persistent/533179/financials-annual-reports/
540678,COCHINSHIP,T,1665.0,1728.5,1641.0,1697.7,35499,598.14,2720,https://www.bseindia.com/stock-share-price/cochinship/cochinship/540678/financials-annual-reports/
500547,BPCL,A,342.0,343.1,334.65,335.95,176671,597.54,2659,https://www.bseindia.com/stock-share-price/bpcl/bpcl/500547/financials-annual-reports/
