bse_code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded,Total Turnover (my image Lac),No. of Trades,report link
531213,MANAPPURAM,A,192.55,193.0,188.15,188.6,313385,595.59,5958,https://www.bseindia.com/stock-share-price/manappuram/manappuram/531213/financials-annual-reports/
500800,TATACONSUM,A,1110.8,1129.0,1109.8,1112.9,52475,587.41,3119,https://www.bseindia.com/stock-share-price/tataconsum/tataconsum/500800/financials-annual-reports/
500294,NCC,A,299.05,311.9,299.05,302.55,183840,564.81,3403,https://www.bseindia.com/stock-share-price/ncc/ncc/500294/financials-annual-reports/
500440,HINDALCO,A,733.95,738.0,726.8,729.9,76723,561.7,2674,https://www.bseindia.com/stock-share-price/hindalco/hindalco/500440/financials-annual-reports/
533150,GODREJPROP,A,3000.05,3057.4,3000.05,3012.65,18495,559.59,2126,https://www.bseindia.com/stock-share-price/godrejprop/godrejprop/533150/financials-annual-reports/
532439,OLECTRA,A,1678.25,1746.4,1669.3,1684.0,32126,549.11,2530,https://www.bseindia.com/stock-share-price/olectra/olectra/532439/financials-annual-reports/
541956,IRCON,A,224.4,224.4,219.6,220.4,243660,538.94,5645,https://www.bseindia.com/stock-share-price/ircon/ircon/541956/financials-annual-reports/
540530,HUDCO,A,228.0,228.9,224.1,225.25,236952,536.04,3161,https://www.bseindia.com/stock-share-price/hudco/hudco/540530/financials-annual-reports/
532155,GAIL,A,223.05,229.4,223.05,225.6,236125,534.73,2801,https://www.bseindia.com/stock-share-price/gail/gail/532155/financials-annual-reports/
524208,AARTIIND,A,534.95,534.95,525.05,527.0,100479,531.63,4639,https://www.bseindia.com/stock-share-price/aartiind/aartiind/524208/financials-annual-reports/
543428,DATAPATTNS,A,2444.25,2523.65,2392.15,2497.45,21262,526.76,1945,https://www.bseindia.com/stock-share-price/datapattns/datapattns/543428/financials-annual-reports/
532670,RENUKA,A,48.43,48.71,47.82,48.25,1092364,526.16,4480,https://www.bseindia.com/stock-share-price/renuka/renuka/532670/financials-annual-reports/
539448,INDIGO,A,4749.95,4751.0,4656.75,4662.7,10958,515.46,1731,https://www.bseindia.com/stock-share-price/indigo/indigo/539448/financials-annual-reports/
543526,LICI,A,973.0,979.0,963.0,965.4,52362,508.08,3931,https://www.bseindia.com/stock-share-price/lici/lici/543526/financials-annual-reports/
517271,HBLPOWER,A,615.0,622.7,603.75,606.35,82684,506.72,2915,https://www.bseindia.com/stock-share-price/hblpower/hblpower/517271/financials-annual-reports/
532977,BAJAJ-AUTO,A,11810.5,12027.45,11810.0,11832.2,4238,504.51,1417,https://www.bseindia.com/stock-share-price/bajaj-auto/bajaj-auto/532977/financials-annual-reports/
500645,DEEPAKFERT,A,1075.0,1116.9,1033.25,1068.9,46918,501.72,2440,https://www.bseindia.com/stock-share-price/deepakfert/deepakfert/500645/financials-annual-reports/
542066,ATGL,A,755.05,767.5,753.35,757.9,66016,501.58,3278,https://www.bseindia.com/stock-share-price/atgl/atgl/542066/financials-annual-reports/
540777,HDFCLIFE,A,718.55,726.15,713.95,724.2,68465,493.26,3032,https://www.bseindia.com/stock-share-price/hdfclife/hdfclife/540777/financials-annual-reports/
540005,LTIM,A,6450.05,6488.8,6318.2,6343.7,7702,492.99,1954,https://www.bseindia.com/stock-share-price/ltim/ltim/540005/financials-annual-reports/
512455,LLOYDSME,A,988.5,999.0,975.85,994.7,47191,466.98,3083,https://www.bseindia.com/stock-share-price/lloydsme/lloydsme/512455/financials-annual-reports/
532477,UNIONBANK,A,115.5,116.2,113.8,114.0,398736,457.93,5375,https://www.bseindia.com/stock-share-price/unionbank/unionbank/532477/financials-annual-reports/
533148,JSWENERGY,A,734.95,741.0,723.0,728.95,61980,453.62,2597,https://www.bseindia.com/stock-share-price/jswenergy/jswenergy/533148/financials-annual-reports/
532921,ADANIPORTS,A,1420.0,1430.2,1407.55,1418.05,31575,447.59,2433,https://www.bseindia.com/stock-share-price/adaniports/adaniports/532921/financials-annual-reports/
532779,TORNTPOWER,A,1959.95,1959.95,1869.35,1883.35,23492,447.3,2491,https://www.bseindia.com/stock-share-price/torntpower/torntpower/532779/financials-annual-reports/
542752,AFFLE,A,1621.9,1645.75,1590.0,1608.75,27377,442.75,2732,https://www.bseindia.com/stock-share-price/affle/affle/542752/financials-annual-reports/
540902,AMBER,A,5255.95,5255.95,5076.7,5108.6,8565,440.38,1373,https://www.bseindia.com/stock-share-price/amber/amber/540902/financials-annual-reports/
540073,BLS,A,362.45,369.0,360.95,363.35,119842,437.67,2917,https://www.bseindia.com/stock-share-price/bls/bls/540073/financials-annual-reports/
513599,HINDCOPPER,A,315.45,319.0,311.05,312.1,135810,426.49,1605,https://www.bseindia.com/stock-share-price/hindcopper/hindcopper/513599/financials-annual-reports/
543384,NYKAA,A,197.45,198.7,191.8,192.95,216559,421.4,2309,https://www.bseindia.com/stock-share-price/nykaa/nykaa/543384/financials-annual-reports/
521070,ALOKINDS,A,25.16,25.32,24.87,24.92,1679140,420.43,3762,https://www.bseindia.com/stock-share-price/alokinds/alokinds/521070/financials-annual-reports/
524804,AUROPHARMA,A,1530.0,1530.0,1456.0,1465.2,28275,417.74,2379,https://www.bseindia.com/stock-share-price/auropharma/auropharma/524804/financials-annual-reports/
532178,ENGINERSIN,A,202.05,206.0,198.6,200.2,206976,416.99,3200,https://www.bseindia.com/stock-share-price/enginersin/enginersin/532178/financials-annual-reports/
500253,LICHSGFIN,A,621.35,624.5,613.7,616.25,67579,416.72,3193,https://www.bseindia.com/stock-share-price/lichsgfin/lichsgfin/500253/financials-annual-reports/
532482,GRANULES,A,574.55,589.05,563.85,579.0,70314,407.13,2542,https://www.bseindia.com/stock-share-price/granules/granules/532482/financials-annual-reports/
532754,GMRINFRA,A,89.0,90.78,88.54,88.87,454326,407.08,2805,https://www.bseindia.com/stock-share-price/gmrinfra/gmrinfra/532754/financials-annual-reports/
543232,CAMS,A,4420.05,4525.0,4412.0,4489.45,9014,404.63,1582,https://www.bseindia.com/stock-share-price/cams/cams/543232/financials-annual-reports/
517569,KEI,A,4424.95,4555.0,4363.55,4526.9,8965,403.91,1903,https://www.bseindia.com/stock-share-price/kei/kei/517569/financials-annual-reports/
500820,ASIANPAINT,A,3114.95,3114.95,3043.9,3060.3,13022,398.86,1841,https://www.bseindia.com/stock-share-price/asianpaint/asianpaint/500820/financials-annual-reports/
500182,HEROMOTOCO,A,5589.55,5595.6,5445.05,5458.6,7129,392.32,1888,https://www.bseindia.com/stock-share-price/heromotoco/heromotoco/500182/financials-annual-reports/
534139,SCHNEIDER,A,839.7,871.55,829.35,862.95,44878,385.64,2325,https://www.bseindia.com/stock-share-price/schneider/schneider/534139/financials-annual-reports/
533273,OBEROIRLTY,A,1851.95,1894.95,1847.9,1885.35,20154,379.25,1781,https://www.bseindia.com/stock-share-price/oberoirlty/oberoirlty/533273/financials-annual-reports/
543458,AWL,A,337.05,339.4,335.0,336.8,111995,377.43,3039,https://www.bseindia.com/stock-share-price/awl/awl/543458/financials-annual-reports/
500228,JSWSTEEL,A,997.05,1013.1,996.6,1006.8,37445,375.57,2328,https://www.bseindia.com/stock-share-price/jswsteel/jswsteel/500228/financials-annual-reports/
503806,SRF,A,2339.05,2364.45,2330.0,2343.5,15959,373.6,1299,https://www.bseindia.com/stock-share-price/srf/srf/503806/financials-annual-reports/
500378,JINDALSAW,A,370.5,371.45,360.0,360.85,102088,372.36,2349,https://www.bseindia.com/stock-share-price/jindalsaw/jindalsaw/500378/financials-annual-reports/
543904,MANKIND,B,2700.3,2743.55,2664.55,2678.1,13647,369.22,2067,https://www.bseindia.com/stock-share-price/mankind/mankind/543904/financials-annual-reports/
506401,DEEPAKNTR,A,2803.35,2837.5,2768.55,2771.1,12865,359.1,1868,https://www.bseindia.com/stock-share-price/deepakntr/deepakntr/506401/financials-annual-reports/
500008,ARE&M,A,1399.95,1412.0,1382.0,1398.0,25603,357.32,1750,https://www.bseindia.com/stock-share-price/are&m/are&m/500008/financials-annual-reports/
543994,JSWINFRA,B,325.45,326.3,315.0,316.35,111582,355.54,3610,https://www.bseindia.com/stock-share-price/jswinfra/jswinfra/543994/financials-annual-reports/
500084,CESC,A,187.9,190.1,184.5,185.6,188874,353.58,3199,https://www.bseindia.com/stock-share-price/cesc/cesc/500084/financials-annual-reports/
533274,PRESTIGE,A,1874.95,1874.95,1840.0,1860.6,19035,353.36,1417,https://www.bseindia.com/stock-share-price/prestige/prestige/533274/financials-annual-reports/
500116,IDBI,A,83.33,84.6,83.33,83.86,415931,349.45,2651,https://www.bseindia.com/stock-share-price/idbi/idbi/500116/financials-annual-reports/
532947,IRB,A,60.69,60.69,58.29,58.66,585311,347.72,3683,https://www.bseindia.com/stock-share-price/irb/irb/532947/financials-annual-reports/
532800,TV18BRDCST,A,42.06,42.27,41.22,41.51,813851,338.29,3194,https://www.bseindia.com/stock-share-price/tv18brdcst/tv18brdcst/532800/financials-annual-reports/
532514,IGL,A,532.95,541.85,532.95,540.9,62807,337.9,2123,https://www.bseindia.com/stock-share-price/igl/igl/532514/financials-annual-reports/
543287,LODHA,A,1229.8,1229.8,1182.0,1184.15,27938,335.1,2166,https://www.bseindia.com/stock-share-price/lodha/lodha/543287/financials-annual-reports/
508869,APOLLOHOSP,A,7029.0,7066.9,6882.55,6952.65,4827,334.9,746,https://www.bseindia.com/stock-share-price/apollohosp/apollohosp/508869/financials-annual-reports/
543335,APTUS,A,378.65,379.05,364.0,365.8,89979,333.47,2406,https://www.bseindia.com/stock-share-price/aptus/aptus/543335/financials-annual-reports/
532466,OFSS,A,11770.15,11850.0,11338.3,11477.95,2794,324.66,1246,https://www.bseindia.com/stock-share-price/ofss/ofss/532466/financials-annual-reports/
532755,TECHM,A,1670.05,1674.0,1612.0,1620.3,19681,323.53,1958,https://www.bseindia.com/stock-share-price/techm/techm/532755/financials-annual-reports/
543654,MEDANTA,A,1008.95,1039.6,993.0,1038.6,31349,321.85,3126,https://www.bseindia.com/stock-share-price/medanta/medanta/543654/financials-annual-reports/
509488,GRAPHITE,A,576.1,596.15,574.05,579.3,54820,320.23,1761,https://www.bseindia.com/stock-share-price/graphite/graphite/509488/financials-annual-reports/
511218,SHRIRAMFIN,A,3415.15,3415.15,3328.2,3339.55,9412,315.73,1880,https://www.bseindia.com/stock-share-price/shriramfin/shriramfin/511218/financials-annual-reports/
533278,COALINDIA,A,489.95,494.0,486.05,488.35,63337,310.34,2017,https://www.bseindia.com/stock-share-price/coalindia/coalindia/533278/financials-annual-reports/
500163,GODFRYPHLP,A,7189.65,7189.65,6850.9,6893.15,4426,308.66,1302,https://www.bseindia.com/stock-share-price/godfryphlp/godfryphlp/500163/financials-annual-reports/
504067,ZENSARTECH,A,687.0,694.85,683.1,687.75,44676,308.01,1751,https://www.bseindia.com/stock-share-price/zensartech/zensartech/504067/financials-annual-reports/
532221,SONATSOFTW,A,589.45,592.45,570.4,572.4,51915,302.15,2690,https://www.bseindia.com/stock-share-price/sonatsoftw/sonatsoftw/532221/financials-annual-reports/
540173,PNBHOUSING,A,950.05,965.0,945.75,949.15,31172,297.28,1773,https://www.bseindia.com/stock-share-price/pnbhousing/pnbhousing/540173/financials-annual-reports/
543990,SIGNATURE,A,1588.0,1588.0,1503.0,1508.8,19351,295.92,741,https://www.bseindia.com/stock-share-price/signature/signature/543990/financials-annual-reports/
500067,BLUESTARCO,A,2049.2,2049.2,1984.9,2016.05,14743,295.37,3342,https://www.bseindia.com/stock-share-price/bluestarco/bluestarco/500067/financials-annual-reports/
532187,INDUSINDBK,A,1346.35,1361.55,1345.0,1356.5,21591,292.32,1386,https://www.bseindia.com/stock-share-price/indusindbk/indusindbk/532187/financials-annual-reports/
542651,KPITTECH,A,1750.0,1774.0,1725.55,1731.35,16693,292.1,1805,https://www.bseindia.com/stock-share-price/kpittech/kpittech/542651/financials-annual-reports/
500483,TATACOMM,A,1945.05,1981.8,1945.0,1953.5,14827,290.79,2042,https://www.bseindia.com/stock-share-price/tatacomm/tatacomm/500483/financials-annual-reports/
503100,PHOENIXLTD,A,1728.8,1735.55,1659.3,1665.8,16903,286.22,2191,https://www.bseindia.com/stock-share-price/phoenixltd/phoenixltd/503100/financials-annual-reports/
500469,FEDERALBNK,A,186.95,187.3,185.0,185.7,151972,282.89,1895,https://www.bseindia.com/stock-share-price/federalbnk/federalbnk/500469/financials-annual-reports/
532892,MOTILALOFS,A,794.4,794.4,768.6,773.3,35762,278.99,1834,https://www.bseindia.com/stock-share-price/motilalofs/motilalofs/532892/financials-annual-reports/
543220,MAXHEALTH,A,961.95,964.5,942.9,951.95,28729,272.97,1475,https://www.bseindia.com/stock-share-price/maxhealth/maxhealth/543220/financials-annual-reports/
532827,PAGEIND,A,43999.9,44249.5,43780.8,44135.3,617,271.48,331,https://www.bseindia.com/stock-share-price/pageind/pageind/532827/financials-annual-reports/
532400,BSOFT,A,599.8,600.35,583.35,584.85,45493,268.68,1667,https://www.bseindia.com/stock-share-price/bsoft/bsoft/532400/financials-annual-reports/
532541,COFORGE,A,7449.95,7449.95,7265.0,7280.4,3646,267.57,1147,https://www.bseindia.com/stock-share-price/coforge/coforge/532541/financials-annual-reports/
500877,APOLLOTYRE,A,507.4,509.8,503.0,506.1,52426,265.12,2169,https://www.bseindia.com/stock-share-price/apollotyre/apollotyre/500877/financials-annual-reports/
540595,TEJASNET,A,1192.3,1232.25,1181.7,1188.5,21861,262.92,1399,https://www.bseindia.com/stock-share-price/tejasnet/tejasnet/540595/financials-annual-reports/
533519,LTF,A,170.85,171.45,167.2,167.5,154885,261.62,2629,https://www.bseindia.com/stock-share-price/ltf/ltf/533519/financials-annual-reports/
532149,BANKINDIA,A,105.6,106.5,105.1,105.45,247298,261.03,2550,https://www.bseindia.com/stock-share-price/bankindia/bankindia/532149/financials-annual-reports/
522205,PRAJIND,A,782.85,794.5,765.75,781.55,33575,261.02,1362,https://www.bseindia.com/stock-share-price/prajind/prajind/522205/financials-annual-reports/
500420,TORNTPHARM,A,3589.95,3589.95,3410.0,3444.15,7499,260.73,1221,https://www.bseindia.com/stock-share-price/torntpharm/torntpharm/500420/financials-annual-reports/
533655,TRITURBINE,A,747.0,757.3,740.15,744.25,34739,259.3,1675,https://www.bseindia.com/stock-share-price/triturbine/triturbine/533655/financials-annual-reports/
524226,GAEL,A,142.45,144.2,138.8,140.25,181798,256.61,1555,https://www.bseindia.com/stock-share-price/gael/gael/524226/financials-annual-reports/
540222,LAURUSLABS,A,453.25,466.95,451.7,465.3,54597,251.06,1690,https://www.bseindia.com/stock-share-price/lauruslabs/lauruslabs/540222/financials-annual-reports/
500302,PEL,A,1035.0,1059.0,1035.0,1051.85,23666,248.63,1498,https://www.bseindia.com/stock-share-price/pel/pel/500302/financials-annual-reports/
532343,TVSMOTOR,A,2781.2,2827.85,2765.7,2791.45,8850,248.37,1139,https://www.bseindia.com/stock-share-price/tvsmotor/tvsmotor/532343/financials-annual-reports/
524000,POONAWALLA,A,397.8,397.8,386.2,388.2,63597,247.07,1050,https://www.bseindia.com/stock-share-price/poonawalla/poonawalla/524000/financials-annual-reports/
532790,TANLA,A,869.95,871.6,857.75,860.9,28203,243.08,2570,https://www.bseindia.com/stock-share-price/tanla/tanla/532790/financials-annual-reports/
543529,DELHIVERY,A,420.95,420.95,406.8,411.55,58861,242.21,1859,https://www.bseindia.com/stock-share-price/delhivery/delhivery/543529/financials-annual-reports/
532296,GLENMARK,A,1789.8,1800.0,1747.9,1759.85,13527,239.57,2149,https://www.bseindia.com/stock-share-price/glenmark/glenmark/532296/financials-annual-reports/
517354,HAVELLS,A,1933.05,1959.25,1933.05,1938.15,12249,238.4,1589,https://www.bseindia.com/stock-share-price/havells/havells/517354/financials-annual-reports/
503310,SWANENERGY,A,560.05,566.75,553.2,558.15,42574,238.3,1712,https://www.bseindia.com/stock-share-price/swanenergy/swanenergy/503310/financials-annual-reports/
500290,MRF,A,133900.0,133900.0,132036.4,132198.0,179,237.66,134,https://www.bseindia.com/stock-share-price/mrf/mrf/500290/financials-annual-reports/
532830,ASTRAL,A,1914.95,1915.65,1891.0,1899.35,12505,237.42,2073,https://www.bseindia.com/stock-share-price/astral/astral/532830/financials-annual-reports/
535789,SAMMAANCAP,A,152.95,155.0,151.6,152.65,154526,236.57,2003,https://www.bseindia.com/stock-share-price/sammaancap/sammaancap/535789/financials-annual-reports/
512070,UPL,A,578.15,593.0,578.15,584.4,40171,236.11,1436,https://www.bseindia.com/stock-share-price/upl/upl/512070/financials-annual-reports/
532523,BIOCON,A,348.25,351.95,345.0,345.75,67783,236.06,1927,https://www.bseindia.com/stock-share-price/biocon/biocon/532523/financials-annual-reports/
500184,HSCL,A,630.05,643.0,626.7,630.1,37159,235.08,1464,https://www.bseindia.com/stock-share-price/hscl/hscl/500184/financials-annual-reports/
500690,GSFC,A,216.8,221.4,213.2,214.0,107253,233.03,1598,https://www.bseindia.com/stock-share-price/gsfc/gsfc/500690/financials-annual-reports/
532720,M&MFIN,A,289.85,289.85,282.9,284.6,80978,231.58,2027,https://www.bseindia.com/stock-share-price/m&mfin/m&mfin/532720/financials-annual-reports/
532508,JSL,A,754.35,761.15,739.65,756.05,30687,231.11,1444,https://www.bseindia.com/stock-share-price/jsl/jsl/532508/financials-annual-reports/
500472,SKFINDIA,A,5380.0,5433.95,5302.9,5391.4,4267,230.23,785,https://www.bseindia.com/stock-share-price/skfindia/skfindia/500472/financials-annual-reports/
540719,SBILIFE,A,1757.95,1757.95,1728.8,1737.0,12973,226.09,1445,https://www.bseindia.com/stock-share-price/sbilife/sbilife/540719/financials-annual-reports/
543277,LXCHEM,A,280.95,284.85,276.95,283.85,78011,220.38,2054,https://www.bseindia.com/stock-share-price/lxchem/lxchem/543277/financials-annual-reports/
532505,UCOBANK,A,45.8,46.35,45.32,45.51,478132,219.22,3641,https://www.bseindia.com/stock-share-price/ucobank/ucobank/532505/financials-annual-reports/
500825,BRITANNIA,A,6169.95,6169.95,5976.7,6000.45,3613,218.03,1273,https://www.bseindia.com/stock-share-price/britannia/britannia/500825/financials-annual-reports/
507880,VIPIND,A,556.0,563.25,548.0,559.65,38816,215.99,1639,https://www.bseindia.com/stock-share-price/vipind/vipind/507880/financials-annual-reports/
500411,THERMAX,A,5180.0,5234.55,5025.35,5058.55,4192,212.86,976,https://www.bseindia.com/stock-share-price/thermax/thermax/500411/financials-annual-reports/
500387,SHREECEM,A,25116.7,25116.75,24602.6,24630.1,836,207.67,392,https://www.bseindia.com/stock-share-price/shreecem/shreecem/500387/financials-annual-reports/
500530,BOSCHLTD,A,38678.65,39010.9,38000.0,38221.7,540,207.57,375,https://www.bseindia.com/stock-share-price/boschltd/boschltd/500530/financials-annual-reports/
541988,AAVAS,A,1735.0,1737.8,1711.1,1719.15,11916,205.2,1198,https://www.bseindia.com/stock-share-price/aavas/aavas/541988/financials-annual-reports/
500027,ATUL,A,7916.3,8165.25,7870.95,7969.0,2558,205.02,919,https://www.bseindia.com/stock-share-price/atul/atul/500027/financials-annual-reports/
500870,CASTROLIND,A,232.95,232.95,226.7,228.15,88801,203.01,1586,https://www.bseindia.com/stock-share-price/castrolind/castrolind/500870/financials-annual-reports/
541233,LEMONTREE,A,121.95,125.95,120.7,125.25,158842,196.08,1525,https://www.bseindia.com/stock-share-price/lemontree/lemontree/541233/financials-annual-reports/
533758,APLAPOLLO,A,1536.1,1580.1,1527.8,1573.15,12563,195.66,1536,https://www.bseindia.com/stock-share-price/aplapollo/aplapollo/533758/financials-annual-reports/
514162,WELSPUNLIV,A,172.9,172.9,167.3,168.3,112827,190.52,2029,https://www.bseindia.com/stock-share-price/welspunliv/welspunliv/514162/financials-annual-reports/
500338,PRSMJOHNSN,A,201.95,201.95,195.4,196.6,95194,188.11,1280,https://www.bseindia.com/stock-share-price/prsmjohnsn/prsmjohnsn/500338/financials-annual-reports/
532497,RADICO,A,2157.3,2157.3,2090.0,2112.25,8870,186.93,1348,https://www.bseindia.com/stock-share-price/radico/radico/532497/financials-annual-reports/
539876,CROMPTON,A,435.1,442.15,435.1,441.0,42188,185.48,2195,https://www.bseindia.com/stock-share-price/crompton/crompton/539876/financials-annual-reports/
500368,PATANJALI,A,1722.95,1748.75,1696.75,1736.7,10727,184.28,1262,https://www.bseindia.com/stock-share-price/patanjali/patanjali/500368/financials-annual-reports/
543259,HOMEFIRST,A,1309.95,1310.0,1237.75,1241.35,14662,184.25,1482,https://www.bseindia.com/stock-share-price/homefirst/homefirst/543259/financials-annual-reports/
532432,UNITDSPR,A,1530.5,1547.6,1502.35,1507.6,12079,183.61,1581,https://www.bseindia.com/stock-share-price/unitdspr/unitdspr/532432/financials-annual-reports/
543988,NUVAMA,B,6360.2,6458.0,6359.5,6375.55,2856,183.46,476,https://www.bseindia.com/stock-share-price/nuvama/nuvama/543988/financials-annual-reports/
500620,GESHIP,A,1284.05,1302.45,1267.25,1271.2,14037,180.13,1023,https://www.bseindia.com/stock-share-price/geship/geship/500620/financials-annual-reports/
523457,LINDEINDIA,A,8235.0,8420.0,8209.75,8318.05,2147,178.68,718,https://www.bseindia.com/stock-share-price/lindeindia/lindeindia/523457/financials-annual-reports/
543635,PPLPHARMA,A,224.0,226.15,217.5,218.45,80793,178.51,1580,https://www.bseindia.com/stock-share-price/pplpharma/pplpharma/543635/financials-annual-reports/
540762,TIINDIA,A,4199.0,4242.0,4114.8,4127.45,4216,176.09,1116,https://www.bseindia.com/stock-share-price/tiindia/tiindia/540762/financials-annual-reports/
543317,GRINFRA,A,1708.5,1730.0,1632.55,1646.7,10324,174.04,1144,https://www.bseindia.com/stock-share-price/grinfra/grinfra/543317/financials-annual-reports/
500188,HINDZINC,A,505.35,513.0,505.35,508.45,34019,173.59,1149,https://www.bseindia.com/stock-share-price/hindzinc/hindzinc/500188/financials-annual-reports/
500096,DABUR,A,568.65,576.65,564.8,571.9,29983,170.99,1391,https://www.bseindia.com/stock-share-price/dabur/dabur/500096/financials-annual-reports/
500125,EIDPARRY,A,822.0,830.0,800.0,810.45,20808,169.28,1371,https://www.bseindia.com/stock-share-price/eidparry/eidparry/500125/financials-annual-reports/
500575,VOLTAS,A,1795.0,1810.0,1765.9,1777.1,9392,168.01,969,https://www.bseindia.com/stock-share-price/voltas/voltas/500575/financials-annual-reports/
517146,USHAMART,A,348.6,370.0,344.4,367.2,46374,167.75,1388,https://www.bseindia.com/stock-share-price/ushamart/ushamart/517146/financials-annual-reports/
532777,NAUKRI,A,8392.5,8443.3,8263.55,8299.55,1997,166.42,669,https://www.bseindia.com/stock-share-price/naukri/naukri/532777/financials-annual-reports/
500238,WHIRLPOOL,A,2359.05,2414.95,2325.0,2371.85,6991,165.87,976,https://www.bseindia.com/stock-share-price/whirlpool/whirlpool/500238/financials-annual-reports/
500040,ABREL,A,2754.95,2765.0,2675.45,2685.65,6103,165.37,666,https://www.bseindia.com/stock-share-price/abrel/abrel/500040/financials-annual-reports/
540611,AUBANK,A,710.0,714.95,698.45,699.7,23273,164.75,1365,https://www.bseindia.com/stock-share-price/aubank/aubank/540611/financials-annual-reports/
540115,LTTS,A,5250.0,5258.95,5150.0,5191.25,3132,163.15,1010,https://www.bseindia.com/stock-share-price/ltts/ltts/540115/financials-annual-reports/
500480,CUMMINSIND,A,3762.0,3809.05,3747.1,3781.35,4283,161.84,1423,https://www.bseindia.com/stock-share-price/cumminsind/cumminsind/500480/financials-annual-reports/
532784,SOBHA,A,1701.65,1748.0,1692.4,1702.55,9394,161.14,1051,https://www.bseindia.com/stock-share-price/sobha/sobha/532784/financials-annual-reports/
542904,UJJIVANSFB,A,41.49,41.65,40.33,40.42,387312,158.88,1863,https://www.bseindia.com/stock-share-price/ujjivansfb/ujjivansfb/542904/financials-annual-reports/
500940,FINPIPE,A,289.55,294.05,286.5,292.85,54375,158.36,1557,https://www.bseindia.com/stock-share-price/finpipe/finpipe/500940/financials-annual-reports/
535755,ABFRL,A,343.2,343.2,336.95,337.3,46400,157.66,893,https://www.bseindia.com/stock-share-price/abfrl/abfrl/535755/financials-annual-reports/
531642,MARICO,A,692.1,704.15,679.45,684.7,22573,155.5,1279,https://www.bseindia.com/stock-share-price/marico/marico/531642/financials-annual-reports/
530019,JUBLPHARMA,A,1125.05,1191.85,1125.05,1183.8,13037,154.09,1318,https://www.bseindia.com/stock-share-price/jublpharma/jublpharma/530019/financials-annual-reports/
532605,JBMA,A,1800.6,1800.6,1753.7,1758.2,8669,152.94,1301,https://www.bseindia.com/stock-share-price/jbma/jbma/532605/financials-annual-reports/
500490,BAJAJHLDNG,A,10315.05,10794.0,10315.05,10733.25,1434,152.91,445,https://www.bseindia.com/stock-share-price/bajajhldng/bajajhldng/500490/financials-annual-reports/
521064,TRIDENT,A,35.26,35.5,34.95,35.03,434045,152.72,1994,https://www.bseindia.com/stock-share-price/trident/trident/521064/financials-annual-reports/
540975,ASTERDM,A,423.95,427.05,417.0,418.45,36012,152.0,1398,https://www.bseindia.com/stock-share-price/asterdm/asterdm/540975/financials-annual-reports/
541195,MIDHANI,A,381.0,383.55,374.3,376.85,40161,151.89,1783,https://www.bseindia.com/stock-share-price/midhani/midhani/541195/financials-annual-reports/
500670,GNFC,A,652.85,664.9,646.15,648.7,22888,150.08,1394,https://www.bseindia.com/stock-share-price/gnfc/gnfc/500670/financials-annual-reports/
500495,ESCORTS,A,4084.0,4085.35,3965.85,3978.6,3722,149.33,685,https://www.bseindia.com/stock-share-price/escorts/escorts/500495/financials-annual-reports/
535648,JUSTDIAL,A,1225.0,1286.25,1225.0,1269.55,11789,148.77,995,https://www.bseindia.com/stock-share-price/justdial/justdial/535648/financials-annual-reports/
532809,FSL,A,314.05,317.2,309.25,310.15,46533,145.43,1026,https://www.bseindia.com/stock-share-price/fsl/fsl/532809/financials-annual-reports/
